Transformation,Model,Adj R2 (Train),Adj R2 (Test),F Statistic,Durbin Watson,Jarque Bera,Anderson Darling (Train),Anderson Darling (Test),White's (Train),AIC,BIC
x^1/3,GLM,0.9935675774983028,,,1.9735719223619133,1.9678334531200433e-56,7.010100189111987e-09,0.00011733443597942701,4.497498313606205e-10,4810.0182430889545,-6054.501406488306
x^1/2,GLM,0.9928448890361762,,,1.9750052143300063,9.415735141561214e-155,5.787725352150724e-17,8.240515276147816e-08,7.75423442910678e-12,8943.76611595555,-6046.684859192764
x^1,GLM,0.9897419024960173,,,1.9762402521245717,0.0,0.0,3.23947932199452e-23,1.672546737988689e-15,20370.91847261053,-6004.155830310375
x^3/2,GLM,0.9848013216035907,,,1.976516652523688,0.0,0.0,0.0,7.075890751776612e-17,31268.170303471838,-5932.699266245076
x^2,GLM,0.9775706389597324,,,1.978624529598343,0.0,0.0,0.0,3.9569512158865437e-17,41954.9732916084,-5832.180340889144
ln^-2(x),GLM,0.9956194628473585,,,1.9588167512106822,0.01451024038790435,0.056356880655419495,0.08977037747044735,2.3838769168772342e-08,-11941.762820881811,-6058.824744690191
ln^-3/2(x),GLM,0.9955143434283084,,,1.9596261541680733,0.04318728051780243,0.14419843173286395,0.12861141334544782,7.10104742733064e-08,-10254.650694845523,-6059.655162628594
ln^-1(x),GLM,0.9954030142428089,,,1.9604609841904652,0.052189578398202915,0.23381614574204287,0.17175144787071547,1.593597445622307e-07,-8787.75601297975,-6060.248822163994
ln^-1/2(x),GLM,0.9952852324275718,,,1.9613112582443621,0.028247974269511714,0.2544544324471945,0.1924437633278872,2.657054589192119e-07,-7858.789624179481,-6060.605309459356
ln^-1/3(x),GLM,0.9952444943687166,,,1.9615963945021493,0.019225547789111334,0.24340750520684448,0.19368675934425594,2.949672438303032e-07,-7875.283841124445,-6060.671364140764
ln^-1/4(x),GLM,0.9952238429267249,,,1.9617390787547964,0.015306286860114827,0.23622653563056611,0.1924933774085067,3.0703304733109433e-07,-8042.384978330927,-6060.694488091088
ln^-1/5(x),GLM,0.9952113609878348,,,1.9618247005875264,0.013193602763375913,0.23101482071053853,0.191178658201526,3.1330132835572216e-07,-8237.144312705495,-6060.705192343813
ln(ln(x)),GLM,0.9952020202472264,,,1.9600872154709554,0.004959589094436004,0.18511158781859022,0.18563958050443147,3.211484203656344e-07,-4334.711210321839,-6060.639867985114
ln^0.09(x),GLM,0.9951364215374271,,,1.9623287586572913,0.004554088182162006,0.1906561966517571,0.17539358188471568,3.332284461306224e-07,-8326.649856806733,-6060.7199677102835
ln^1/5(x),GLM,0.995109012313473,,,1.9625087563394643,0.002863106478858864,0.17389394965255295,0.1688254696113991,3.328249213048155e-07,-6456.977801115136,-6060.705184282617
ln^1/4(x),GLM,0.9950959030304259,,,1.9625940071553987,0.002259960105061464,0.1659069135045113,0.16541038034538502,3.312483669660498e-07,-5817.1768320089905,-6060.694472346597
ln^1/3(x),GLM,0.9950738961640787,,,1.9627358921504692,0.0014868417485342132,0.15219150998358208,0.15997359602096375,3.2671392718512106e-07,-4908.339625800552,-6060.671326820658
ln^1/2(x),GLM,0.9950292850788517,,,1.963018762281383,0.0005844753922528349,0.12269631659225737,0.14734056727403638,3.110616219628058e-07,-3408.3732150273863,-6060.605183505638
ln^3/2(x),GLM,0.9947443392625617,,,1.964674059720859,7.255445969966972e-08,0.01903934207411708,0.06793570841644234,1.3522081585753338e-07,3096.60225859773,-6059.651762516622
ln^2(x),GLM,0.9945902675173693,,,1.9654616001872234,4.233928175442892e-11,0.004589633996442125,0.03666192108371231,6.698722065187581e-08,5859.912133925997,-6058.816686489943
